source,target,importance
HS3ST1,LRRC75A,83.63638287039622
HS3ST1,SPRTN,21.394806029752267
HS3ST1,SLC27A5,43.13884782475278
HS3ST1,AIFM1,70.2999262277024
HS3ST1,LUC7L2,40.38319200159287
HS3ST1,LONRF1,63.38510986338803
HS3ST1,PLCB3,46.73140283548807
LRRCC1,DZANK1,23.91945934203424
LRRCC1,NEIL1,89.09919217680944
LRRCC1,BMS1P1,25.958602477616957
LRRCC1,HSD17B7P2,25.758354518251345
LRRCC1,C8orf59,18.753223269899305
LRRCC1,PPIE,23.02521306411152
LRRCC1,UQCRC1,19.44282189273282
LRRCC1,TMX4,28.594734341502537
RAB11B,JAKMIP2,27.182090837928293
RAB11B,RPL30,58.685862828956346
RAB11B,GTF2E1,20.93411986352631
GCC2-AS1,GIMAP2,88.17081054848427
TRPM7,AFF4,95.67497231882129
TRPM7,COL4A3BP,37.53369795858128
TRPM7,EHMT1,14.897976382596639
TRPM7,PHYKPL,13.00642482573761
AFF4,KDM5A,32.904756589323945
AFF4,RGL1,16.549787349581518
MCCC2,ABCG1,116.10599720260319
MCCC2,NOD1,53.8107594006332
MCCC2,FLG-AS1,20.499399006967483
ABCG1,IQSEC2,88.95241603174225
COPE,PRPF4,23.35773865741639
MECR,NIT1,21.28009345593753
MECR,AC109826.1,25.688478457199817
MECR,JADE3,28.99845188196185
FAM111A,ZC3H6,70.63222632061246
NOVA1,APOD,69.42559332864566
NOVA1,SH3D19,18.28744099953023
APOD,NRGN,61.22184968174034
CCNB1IP1,FLVCR1,22.9882319778807
CCNB1IP1,PLTP,59.10523972858328
LGALS8,TMEM243,121.62336199165317
LGALS8,CCDC57,51.3086647339376
LGALS8,FLG-AS1,23.673322058987665
LGALS8,VPS36,46.084941260562196
LGALS8,TMEM63A,51.59680007107734
LGALS8,CCDC14,18.607014893940658
LGALS8,PPIL4,26.229881694914734
LGALS8,STAT1,29.4319124494695
LGALS8,NME7,28.853085105747756
LGALS8,PIK3CG,15.214442272711068
LGALS8,ENTPD4,23.357161033817096
LGALS8,NPRL3,48.94317538740852
LGALS8,SNRNP200,29.711153687974786
LGALS8,PRKACA,54.86440885368894
LGALS8,SCIMP,52.56090030540081
LGALS8,ACPP,19.646048039966455
LGALS8,GOPC,61.63529507182569
LGALS8,ARID3B,24.53325898806868
LGALS8,SMG1P5,26.31142705100122
LGALS8,YBX3,60.80734857952381
LGALS8,FAM111A,19.061334749874533
LGALS8,ZNF430,16.408746987154174
LGALS8,PPM1A,24.62302978695949
LGALS8,ZNF44,24.269649777683355
LGALS8,TTC28-AS1,28.777693898870364
LGALS8,VPS37A,15.76209584217856
LGALS8,CR381653.1,16.000526106796368
LGALS8,WDR45B,29.477243742484518
LGALS8,ERO1A,24.017646376754477
RPL4,CHTOP,113.95528189492083
RPL4,RPL32,100.42591933566219
RPL4,RPL23,36.13754620897746
RPL4,OSTC,16.453580739307235
RPL4,TDP1,42.72582226853392
RPL4,VEGFB,28.91379380212716
CHTOP,BTBD11,24.775292860384315
CHTOP,AK3,27.34215004123889
TAF1C,LINC01374,111.84714276388326
TAF1C,HLA-DQA1,99.56928494765152
TAF1C,DPH7,48.17946122988171
TAF1C,FASTK,21.529239515947943
TAF1C,DHRS4-AS1,32.10150568609293
TAF1C,TNFAIP8L1,20.464466860712342
TAF1C,NUDT16,12.854186349718795
LINC01374,ADRB2,16.212016749396465
DMAC2,SERPINH1,50.90665006546787
DMAC2,AC145285.4,18.723879113638233
DMAC2,TTPAL,11.874570408575975
DMAC2,MED29,13.99491555266897
DMAC2,KRT10,17.594956336369936
DMAC2,ASB13,14.009235265777257
DMAC2,MYBBP1A,35.83082036246648
AC024084.1,AC078845.1,187.27327331296496
AC024084.1,STX18-AS1,22.651069438345168
AC024084.1,SDHAP1,23.03826051766061
AC078845.1,AL359915.2,58.44030017060759
AC078845.1,CADM1,78.9827872965114
LPAR5,MARCKS,23.989985348618294
LPAR5,C12orf75,25.917474370153545
PLAG1,LPAR5,111.63487655733728
PLAG1,ARHGEF40,31.853118612769247
PLAG1,LINC01184,33.07928450125378
NACC1,CCDC47,33.503094828107095
NACC1,WDR12,36.84607619187105
NACC1,DKC1,28.88723424756312
NACC1,HLA-DQA1,12.549346424951741
CYTH2,ILF3-DT,39.63511514330416
CYTH2,ZNHIT3,50.63716433723289
CYTH2,LAS1L,28.587403479046582
CYTH2,ZNF876P,30.22335165611237
CYTH2,FLJ21408,14.714920726886575
CYTH2,CNTNAP5,13.231756864668817
CYTH2,ZSCAN32,71.4682895410055
CYTH2,CPNE5,17.680523704921384
CYTH2,ZNF627,18.73039887319799
CYTH2,CCL3,14.273471199435495
ILF3-DT,C3orf38,21.752852853696016
ILF3-DT,EHHADH,61.112960791975226
ILF3-DT,GTF2E1,39.81909606518351
ILF3-DT,CHST12,27.26915821611193
ILF3-DT,SURF6,52.61177309094103
ILF3-DT,DVL3,35.85731940617689
ILF3-DT,RAD51-AS1,30.19766692889595
ILF3-DT,SKA2,16.027594417239335
ILF3-DT,REST,18.069151717821697
ILF3-DT,RABL6,21.209542739057937
NMNAT1,LINC02241,54.76673059105895
NMNAT1,DDX52,35.133410100478194
NMNAT1,SATB2,27.333095571807316
ZNF569,LINC00886,102.89818034259406
ZNF569,AC024084.1,34.89954017540955
ZNF569,DAZAP2,16.81150410862999
ZNF569,RPE,29.63625406242116
ZNF569,FAM219A,21.62426095067301
ZNF569,TMEM154,15.9088337852719
ZNF569,NKAPP1,13.089252061454168
ZNF569,CHTOP,37.465318350336986
ZNF569,PDCD7,27.673288246097428
CHMP4B,TMEM241,42.75342981928165
CHMP4B,WASL,42.90691259407872
CHMP4B,PANK3,52.4661910714762
CHMP4B,PLD3,28.458923734424577
CHMP4B,TMEM41B,20.3812385504456
BCLAF3,SOX5,27.631558387531506
BCLAF3,AC114763.1,16.41628876827249
BCLAF3,TBC1D32,25.165062537101456
BCLAF3,GAS6-AS1,64.62064012509848
CHST12,SNTB1,77.08541331119059
CHST12,ARL4C,86.41743605098223
CHST12,PSTPIP1,48.232301569096705
CHST12,LMTK2,39.527379311562825
KLRG1,ACER2,18.923766340374804
MUS81,YKT6,48.27740601453807
MUS81,ZNF32,43.695719251943736
MUS81,RAB40B,43.325079800474896
MUS81,MPDZ,25.256605146701915
MUS81,LSM4,40.13370000271286
MUS81,TBC1D7,17.343021155589682
MUS81,ZCWPW1,32.90468422608219
MUS81,CASC15,14.055436102548736
YKT6,CAD,20.511133336844345
YKT6,RASGRP4,14.61946318911599
DNAJC17,SLC25A28,53.092428470246546
UTP14A,AC007318.2,83.75239132180187
UTP14A,UGDH,46.295897828575306
UTP14A,LSM7,13.241038806405877
UTP14A,CR382285.1,19.673385024835707
UTP14A,EXOSC6,22.44373298684453
UTP14A,CSNK1G1,26.51819131132492
UTP14A,RPL23AP49,15.603496545531478
UTP14A,MOCOS,20.166490195840268
AC007318.2,CR382285.1,33.261306884505494
RNF2,KYAT3,15.100354197844617
RNF2,RGS19,13.874564410273738
RNF2,TRIM4,43.815977107123295
PWWP2A,PPM1A,70.92169163451045
PWWP2A,ARL17A,33.909453961561866
PWWP2A,TTC21B,41.1743209562331
PWWP2A,GYPC,20.166057566720596
PWWP2A,TULP4,24.890930680227076
MSL3,SDHAP1,17.143476092188877
MSL3,RPL30,19.574357224089304
MSL3,SMARCB1,29.51828969577139
MSL3,SREK1IP1,21.47014475056058
U2AF2,MFN1,13.086934008323176
U2AF2,GNPTG,20.189838435400684
LIN9,MOCS2,49.54155741598372
RNASEL,RSPH3,53.32902882255852
PRDX4,MRPS15,49.45491992355477
PRDX4,AC008438.1,31.842310327959098
PRDX4,POLR3G,28.61880458409775
PRDX4,ZNF529-AS1,20.45204596591193
PRDX4,OSGEPL1,92.6858587632488
PRDX4,MORN1,73.10689292426233
MRPL58,SELL,35.557511772398996
MRPL58,ZNF740,27.184953791884933
MRPL58,U2AF1L5,25.671459703985793
MRPL58,METTL13,51.61930426939223
MRPL58,POLR3G,25.746066657193367
MRPL58,NEIL1,55.52631227242144
MRPL58,MARCKSL1,26.737466777876726
MRPL58,BAG2,14.812735761039146
MRPL58,AC119403.1,14.125723604395379
TMEM11,SRI,33.91961960262239
KIAA1217,NEBL,81.07487713383307
KIAA1217,LRFN5,60.429277976574284
KIAA1217,SCN2A,46.005532021311595
KIAA1217,MBOAT2,19.738375633606612
KIAA1217,CNTNAP5,46.60974267557544
KIAA1217,SLC25A27,13.984800222308797
KIAA1217,RRN3P1,54.53590599051036
KIAA1217,SLC4A10,42.455002108282045
KIAA1217,CNTN1,14.038650337361672
KIAA1217,UCHL1,31.482501979776778
NEBL,GALNT13,72.60702405481396
NEBL,GPC5,49.681769818172796
NEBL,UBXN6,16.787430040115463
EEF2K,WDR45B,90.2583049121987
AC068446.1,CDK5RAP3,26.629068506594827
AC068446.1,LRRC47,60.067728656043776
AC068446.1,TNS1,20.362660482307124
HAX1,CANT1,52.951067418855
HAX1,SEC11C,45.46596234359209
HAX1,PITPNM1,31.573073368891045
SKA2,AC092944.1,16.75892831923356
RPS16,FGR,20.225641996682246
SDCBP,RNF144B,128.37418776566457
SDCBP,ATP1B3,112.08979715947305
SDCBP,LITAF,63.767244662615475
SDCBP,CREM,52.4383943310351
SDCBP,TPRG1,46.840862495292505
SDCBP,ZNF706,26.32004838904727
SDCBP,RAB20,77.41245335493626
SDCBP,MCTP1,17.677722448099694
SDCBP,SNX6,33.53772947283368
SDCBP,IGF2R,30.880214456634857
RNF144B,RAB20,97.61551776647289
RNF144B,SEC14L1,87.31713939553813
RNF144B,HCLS1,28.126594136002648
RNF144B,RASSF2,46.39378655825106
RNF144B,RGL1,36.26933516134669
RNF144B,AC106865.1,22.898460184189837
RNF144B,JDP2,35.629628136627254
PLAT,NEIL1,12.20671761072035
PLAT,KRT8P12,27.969949372083484
ZBTB21,PLPP5,67.93520468859926
MT-ND4,MT-ATP6,195.47790497997175
MT-ND4,MT-CO1,126.51135563434465
MT-ATP6,MT-CO1,159.39287024729165
FCHSD1,RRN3P1,12.90367232236343
SNX6,RGL1,144.82425574518595
SNX6,MYO9A,66.63219316780614
SNX6,SENP5,44.36237342528407
CS,GTF2H2,47.69240525954157
CS,FAM122B,20.719639289381412
CS,PFN1,28.521665895544317
CS,PRKCZ,22.44879753151853
CS,NUDCD1,15.184298202828302
CRKL,ODF2,66.34622586880823
CRKL,SIRT7,32.96853100633366
CRKL,PHF6,12.410559325921263
CRKL,AK3,16.772748016025012
CYP4V2,HGF,81.37807787943925
CYP4V2,PALB2,40.03706566277337
CYP4V2,CD300LF,42.01254115537844
HAUS6,RCN2,34.741161991191554
HAUS6,POLG,25.640846805511934
HAUS6,WASF3,16.93481045678424
HAUS6,STRN4,33.658786707064365
HAUS6,OSCAR,30.868231252580173
HAUS6,MCM5,25.432012607439887
RCN2,FLVCR1,38.498496724090714
RCN2,WDR12,33.948116253372746
NSUN5P2,ZNF155,92.61329351132872
NSUN5P2,PRPF4,43.10418579471023
NSUN5P2,LONRF1,14.476044126984139
NSUN5P2,PPIL3,36.51944092171343
NSUN5P2,GTF3C5,31.996041163828416
NSUN5P2,MYEF2,23.947975126507913
NSUN5P2,BTN2A2,19.422694760424527
NSUN5P2,TNFAIP8L1,25.68579354126826
NSUN5P2,PES1,12.595606246496668
NSUN5P2,TRIP6,31.461294370702156
ZNF155,NCSTN,44.64865676050471
ZNF155,CPSF1,18.952075141070914
ZNF155,CYP4V2,19.762241222215977
BAG3,CLEC1A,18.51285579169556
VRK3,ZSCAN30,42.73331453644238
VRK3,AC011586.2,29.463834852136195
VRK3,RFC3,32.24309142864222
VRK3,ZCCHC10,20.81674055505687
VRK3,LGR4,18.419598780711468
MORN1,AC113133.1,73.81166478403802
MORN1,KIAA1143,20.37226317509012
MORN1,C12orf40,17.50199413384263
MORN1,PFAS,36.99010052515173
MORN1,AC068234.1,18.69967515825414
MORN1,GLMP,20.55711331182918
AC113133.1,HHIPL1,46.04016166795718
LYSMD3,RUVBL1,13.828001409798349
LYSMD3,BAG2,31.88684137838934
SNRPF,LYSMD3,64.33233160135214
SNRPF,Z84488.2,87.25507781050025
SNRPF,SNRPG,15.895019302046014
SNRPF,AC024145.1,19.14863719567854
AP2B1,FOCAD,22.945278452709584
AP2B1,ATP1B3,13.339011654038337
DAG1,GPN2,62.34831853547365
DAG1,U2AF1L5,38.62503567632458
DAG1,ZNF616,40.79664727703118
DAG1,ZNF740,31.652946941814662
DAG1,RCAN3,89.00561709707952
DAG1,AC091551.1,38.82923714971464
DAG1,DYRK4,67.00235097326677
FLJ21408,PAK1IP1,111.48715896640823
FLJ21408,BCL7B,54.10608743016773
FLJ21408,HYI,95.12617888172574
FLJ21408,MYADM,30.66772708798803
FLJ21408,ZNF18,18.501513622988316
FLJ21408,LINC01480,17.079088931664828
FLJ21408,ZNF345,44.146042704717395
FLJ21408,COPE,15.870250326459294
PAK1IP1,SORCS2,28.67061949821018
PAK1IP1,CDIP1,13.016988180585102
PAK1IP1,AC026471.4,15.046716776121752
PAK1IP1,NAGA,17.445691720331073
PAK1IP1,AC048341.1,45.06881663981043
HRH1,CDC42BPA,12.121359255887416
PPM1F,C2CD2,27.031337900285113
GTF3C2,TMEM241,35.83779745244011
GTF3C2,ANKAR,28.08588401098135
GTF3C2,MARK4,48.08802223773012
GTF3C2,NSF,35.38009616176629
GTF3C2,CADM1,16.30724557836313
GTF3C2,ASCC2,26.323615097048215
GTF3C2,FUBP3,22.807561478528793
GTF3C2,CREM,23.278164959238246
GTF3C2,DCUN1D4,32.206609948782365
GTF3C2,FAM85B,16.44428610740037
GTF3C2,CCDC57,17.46704983814484
GTF3C2,EEF2K,30.3319382107875
GTF3C2,ELAVL1,18.719813279149765
TRAPPC3,PDCD2,70.33116446461113
TRAPPC3,LAPTM4A,24.24252621645549
TRAPPC3,HGF,34.38659611589944
SIAH2,ATOH8,25.718438076885683
MZT2B,UBB,14.527644582267513
MZT2B,TIMM44,29.578194966839114
MZT2B,SETD4,13.724908689351844
DHX40,SLC4A10,60.9973912461715
DHX40,JAKMIP2,21.502048598150264
DHX40,RRP7A,15.356050631939597
DHX40,TMEM140,29.086260501087175
DHX40,LMTK2,44.91584334100149
DHX40,PPP2R3A,19.55830554755254
DHX40,PAICS,37.824794333630216
DHX40,NPIPB3,30.447134439545593
REXO4,HIRA,114.5430272534464
REXO4,EMC8,36.547552409205984
REXO4,TM2D3,47.33588369979407
REXO4,CDK10,31.213305214694255
REXO4,HYOU1,26.142530245294957
REXO4,WNK3,52.4034838787378
MCL1,ERO1A,34.61831041927444
MCL1,SURF4,33.80392381035671
TBC1D9B,MAGED1,19.040272361620804
TBC1D9B,ALMS1,16.18805450581634
C9orf72,TMEM241,39.40441762996606
C12orf40,SLC24A1,77.73857351744469
C12orf40,ASB13,13.686328468535072
C12orf40,POLR3G,18.120457166489704
C12orf40,C11orf24,29.665625394032993
C12orf40,DEDD,50.470560929873045
C12orf40,NSUN5P2,36.83238893519838
C12orf40,TOR3A,17.83312582716912
C12orf40,SLC35E4,16.26264241013524
RPS6KB2,RAB11B,83.02053715926812
RPS6KB2,PPP1R35,26.297975151173453
RPS6KB2,TLR3,41.05544250067037
RPS6KB2,EDF1,31.655381281830465
RPS6KB2,PIAS4,47.032890156988515
RPS6KB2,HAUS1,26.283956290585152
RPS6KB2,VPS28,15.125289770877277
ZNF234,BAG6,36.50654953219834
ZNF234,PROX1,14.861321192577025
ZNF234,WDR13,19.715091579383323
ZNF234,C6orf203,26.27524687230555
ZNF234,SNHG8,26.591120998930016
FAM189B,MIF4GD,82.35722387665365
FAM189B,FZD2,41.6126231211372
FAM189B,ELOVL1,21.752220754361673
FAM189B,MRPS30,46.20604034682121
FAM189B,SNRPF,14.55055498604294
FAM189B,ZNF18,13.572183181746178
FAM189B,NEIL1,24.36567310114785
FAM189B,IKBKG,29.307557219210036
FAM189B,ARL2BP,15.134329814895302
FAM189B,PFAS,21.586586442759415
MIF4GD,CARD6,74.23254106099834
MIF4GD,CDK5RAP3,39.73728043866617
MIF4GD,LRP4,33.47493011955871
MIF4GD,PLPP5,25.758013200199663
TBC1D30,CHMP4B,51.272464272127564
TBC1D30,TRMT1,16.235456274260777
TBC1D30,IGBP1,20.52009679345715
GOLIM4,HSP90B1,23.58233948596205
GOLIM4,TBC1D32,28.585463003150185
MT-ND1,MT-ND4,137.92545841669957
MT-ND1,MT-ATP6,131.47455259508519
MT-ND1,MT-CO1,133.62598973554734
MT-ND1,JUND,26.81982580688117
PFAS,SPRTN,16.02901584858163
PFAS,IPO13,21.450382044916097
PFAS,FBL,33.40003444184415
PFAS,DPF3,38.331005345882836
PFAS,GPT2,32.16020702661778
PFAS,FAM173A,29.76582481715612
PFAS,NPIPP1,12.808934996604128
CALCB,ALKBH3,18.578546400890833
CALCB,GSDMD,26.240130282935368
SLIT1,CHMP6,36.424724166231655
SLIT1,ASB13,25.70135297950784
SLIT1,TG,19.622203015237695
CAD,YIF1B,74.93571640833078
CAD,CCSAP,40.076576540105506
CAD,ARL11,25.8814464464102
CAD,MED24,19.957014404133986
CAD,BTN2A2,19.552603459684196
CAD,LINC01503,13.284603226800698
CAD,AC084337.2,16.59633224207884
CAD,LINC02241,16.69672002737838
CAD,DNAJC8,41.925312055663966
CAD,SIRT7,20.876497122939902
CAD,JADE3,60.677489671222176
CAD,CS,54.438523687694385
CAD,OGG1,15.688959249342064
CAD,ODF2,16.396263726268728
CAD,PAK1IP1,49.344805495950894
CAD,TRMT61B,16.2320845062536
CAD,PLEKHA3,14.219258923720155
CAD,APOD,19.079985351740493
SMC2,MPDZ,26.136337792828325
SMC2,SPON1,21.49385317397217
TUBG2,PLEKHH2,73.57523030613305
TUBG2,DVL3,38.72769013369498
TUBG2,YKT6,54.000004088328474
TUBG2,SOX12,47.800282341315956
TUBG2,POLM,35.28568040023494
TUBG2,LINC00265,35.10236640042854
TUBG2,AC026471.4,21.699307813556764
TUBG2,DHX40,13.271586546702986
TUBG2,AC110079.1,43.37617843860771
TUBG2,BTN2A2,16.359298841874292
TUBG2,MCM7,18.982569343646066
TUBG2,SCN2A,30.464282478912253
TUBG2,MAPT,20.59039199088447
TUBG2,FTSJ3,18.506981670026985
TUBG2,GABARAPL2,15.087453211004103
FRG1CP,LINC00667,23.141011289635337
FRG1CP,IPO9-AS1,31.308249992887824
FRG1CP,NDUFB6,18.802400853314445
FRG1CP,BAG5,36.47919830143732
FRG1CP,TBC1D10B,18.222893992834337
FRG1CP,SLC27A5,21.335220082575056
FRG1CP,TOR3A,18.38291346189002
FRG1CP,AC097634.3,21.031092265229677
CHMP2A,TESK1,97.61327787137714
CHMP2A,AC027018.1,47.042115559976764
CHMP2A,EOGT,48.07659239662193
CHMP2A,SERPINH1,29.274890589883295
CHMP2A,CRIPT,38.7196308762226
CHMP2A,PPP1R35,43.376770373690235
CHMP2A,TBC1D7,23.105812213048672
CHMP2A,AP002762.1,32.45525025485234
CHMP2A,GSTP1,15.406734425555449
CHMP2A,IER5,14.089011299683834
CHMP2A,HIST2H2BD,21.828788186653078
CHMP2A,SNRPG,21.458657720834964
TESK1,CYCS,35.869265016611934
OFD1P17,NPIPB3,75.11986426582291
OFD1P17,GMNN,55.47155880992101
OFD1P17,ATP8B2,21.347202628200908
OFD1P17,HAUS5,24.759399573796532
EMC3,SETD7,50.119144940268484
EMC3,EIF3F,22.25490778627833
EMC3,PURB,17.256030873950948
EMC3,GRSF1,78.59104228372
EMC3,NEK11,53.04959884109247
EMC3,STAG3L3,21.76536815671472
EMC3,WWC3,32.34124694157363
EMC3,FBXO25,34.45376979494957
LINC00907,RORA-AS1,30.930188127570492
LINC00907,BCAP29,21.639819386978726
LINC00907,SCIMP,19.051213028902268
DDX39A,CCDC170,12.953442852574081
EMC7,AIFM1,42.916211629555185
EMC7,NDUFB6,33.2666532599864
EMC7,SPINDOC,25.756909181031716
EMC7,SNRPG,60.4914357614108
EMC7,ZNF345,46.99011505834176
EMC7,NDUFA6-DT,21.17692136918612
EMC7,THRA,21.042562317454205
EMC7,SELL,14.850978819333017
EMC7,DNAJA4,54.77669951927073
EMC7,AC110079.1,20.17032103519236
AIFM1,WDR12,16.451713326715833
AIFM1,PLPP5,17.299597818862402
SETD4,PACRG,48.14799628659863
SETD4,TMEM104,38.06152677928257
AC009093.8,SRSF3,20.184485864621898
AC009093.8,NME7,27.193916225888167
AC009093.8,VCP,43.88489672292354
RELA,RSPH3,39.35756064761215
RELA,METTL3,47.05466246630503
RELA,RCN2,39.41017643564771
RELA,MMP14,20.148293583137146
RELA,ERMARD,97.79097210064664
RELA,NT5C,19.2122657173564
RELA,SATB2,15.254350356176953
RELA,IFT140,13.891124376113554
RELA,CAD,19.228071555810978
RELA,ETHE1,36.555378416867086
RELA,SERPINA1,17.509827552819058
RELA,SCD,16.019349078335026
RELA,SLC25A27,18.52025605325587
RSPH3,WDR19,40.35530990396285
RSPH3,ABCC3,21.25450312310565
RSPH3,ZNF812P,54.73620470693599
DGAT1,SLC24A4,19.299604015003904
DGAT1,ZNF175,45.674446942804224
DGAT1,PPP1R35,13.666400811799948
DGAT1,HEMK1,24.529999810683424
DGAT1,ATOH8,52.46426047846484
DGAT1,UBALD2,20.124632112741693
DGAT1,NDUFB2,29.392353737445685
DGAT1,MPDZ,16.47747561463535
SRI,IFT140,57.069766357241924
SRI,RNASEL,17.38450281159486
SRI,SERPINA1,21.976285314901073
HSD17B12,NAGA,58.68908918268862
HSD17B12,NT5C,15.41651483063234
HSD17B12,FKBP4,28.94674945767082
PUS1,AC092535.3,28.00150195672162
MEGF9,KIAA0586,47.83362319583121
MEGF9,CMTM6,26.492718832594303
MEGF9,CHIC2,12.25023943726927
MEGF9,AC114763.1,18.052107303452843
MEGF9,DCUN1D4,25.42070478692406
DFFB,CNTNAP5,22.59490952132093
DFFB,RCAN2,19.89893541829781
DFFB,C2orf27A,16.93250236809168
SNX29P2,NPIPB5,92.71997475671364
SNX29P2,ZNF746,26.59182484563903
LUC7L2,HSBP1L1,43.90190884967418
LUC7L2,AC048341.1,59.28654434867613
LUC7L2,CCDC170,38.41610146345322
LUC7L2,AC119403.1,29.18651673587714
LUC7L2,TOR3A,20.123057271242928
LUC7L2,HAUS1,22.834926378304235
LUC7L2,ZNF32,19.352925170283086
LUC7L2,ZNF528,21.474721715945357
HSBP1L1,EXOSC6,31.54532841962645
HSBP1L1,ILF3-DT,30.08129055603264
ZNF345,TOR1B,26.441705767092426
ZNF345,RNF215,30.261050987979726
ZNF345,SPHK2,27.48380624972629
ZNF345,AL139317.5,89.358092015329
ZNF345,DHRS7,41.21973653133029
ZNF345,JADE3,37.277467880467356
ZNF345,MXD1,30.641135986796886
ZNF345,WASF3,22.252942479310427
ZNF862,ZNF33B,107.11112263107366
ZNF862,SIRT1,68.84112945733031
ZNF862,SLC4A8,54.422582834029434
ZNF862,FAM214A,22.13311259371399
ZNF862,CPEB2,21.180976966862477
ZNF862,NPRL3,18.058765516510626
ZNF33B,SACM1L,17.23141477646294
ZNF33B,ATL2,48.38072561467938
ZNF33B,ICE2,68.3784250266627
PHLDB1,KRT8P12,87.10842964938128
PHLDB1,NEBL,62.70232507078042
PHLDB1,FKBP2,54.70336372535625
PHLDB1,MAPT,25.311835184270222
PHLDB1,CCDC170,21.198945946647754
PHLDB1,CYTH2,59.353972653216815
PHLDB1,C12orf66,25.828440248930786
PHLDB1,EIF2B2,19.99364564003055
VHL,AC138150.1,75.85800965205661
VHL,ABCB10,24.927593938235596
VHL,NISCH,17.779653356323116
VHL,WAS,33.029310881066216
VHL,AC078845.1,23.460165500581095
VHL,STON2,27.984077327943982
VHL,WASHC2C,14.724184729082456
VHL,LGR4,18.346741655886074
CD2BP2,NDUFA6-DT,34.467534862983435
CD2BP2,HAUS8,45.02750407708862
CD2BP2,DZANK1,34.91348747059554
CD2BP2,PMS2CL,32.505808913146225
CD2BP2,LPCAT4,19.670224499906737
CD2BP2,SNRPG,24.401202721295434
ELAVL1,PPM1D,52.272770103487595
ELAVL1,DNAJC11,33.10069872319606
PPM1D,CASS4,57.74004209197614
PPM1D,NAA35,71.69218922919048
PPM1D,MALT1,11.721776540602969
PPM1D,MOB3B,15.090455677677426
GOLGA3,RNLS,65.15779364939013
GOLGA3,PPM1F,82.97059756407808
GOLGA3,PPME1,56.11558335209924
GOLGA3,STIP1,49.25409978261938
GOLGA3,PPCDC,23.732959817817772
GOLGA3,DDX3X,24.315577434550562
GOLGA3,SASH3,23.205632937190437
GOLGA3,C9orf85,21.73051091539734
GOLGA3,GTF3C2,71.99524794545255
GOLGA3,SBNO2,23.77944717656783
RNLS,ZNF706,32.818393874519145
RNLS,TMEM241,20.827815931582755
SAFB,MINDY2,14.290121053411152
SAFB,DHTKD1,35.908626773658156
SAFB,TMEM259,27.2292343311828
SAFB,EPG5,39.08955313582281
SAFB,XPO4,14.600826695862276
GDI2,GCC2,54.292711983063
GDI2,JDP2,48.160572398487076
GDI2,TLR1,32.135775661621864
GDI2,RAC1,15.05023983997104
GDI2,TRRAP,56.38298532390239
GDI2,EPSTI1,18.332815279192857
GDI2,TMEM260,20.043640159088174
GDI2,GOLGB1,29.49214774886493
GDI2,FAM222B,17.104150366331396
ZNF536,CDH20,86.6393773683324
ZNF536,MPDZ,27.886332780163563
ZNF536,RAPGEF5,71.99884338898086
C10orf90,ZNF536,107.60611145816111
C10orf90,MAPT,83.48053173136034
C10orf90,CDH20,97.67318276690675
C10orf90,GRM3,40.90531184019414
C10orf90,MT3,24.545660553722715
C10orf90,RCAN2,31.40723775711765
C10orf90,ENOX1,38.76646030784295
C10orf90,GALNT13,12.455139027435935
ZNF175,TMEM222,36.75756049065045
ZNF175,FKBP4,27.017470714330834
TMEM222,CDKL1,46.633804934705836
TMEM222,SNTB2,22.646431133843922
TMEM222,RNF44,18.728730475545586
TMEM222,TDP1,12.586283571198098
TMEM222,SUDS3,25.54120854102717
EML2,SLC4A1AP,26.01768144780167
EML2,FAM122B,21.464851184394064
EML2,HKR1,14.777129372853732
EML2,MCPH1-AS1,19.792970086837872
EML2,VPS26B,19.06613315535735
EML2,SUDS3,20.533735876847857
EML2,RAB9A,24.82015114620009
EML2,FASTKD2,13.56945332803682
AC016739.1,MFN1,48.742933606813104
AC016739.1,SSB,37.90760609012858
NMRAL1,LINC01135,48.46083079153564
NMRAL1,NEMP1,46.58137539154921
NMRAL1,ATAD2,41.41441695636204
NMRAL1,VPS28,19.85218607951448
LINC01135,AL357060.1,29.655099758495965
LINC01135,SKA2,32.95216413531116
CASP7,KIAA1958,46.90493849159012
CASP7,UBALD2,13.367588673851191
CASP7,RAB9A,27.487655436124168
CASP7,HAUS8,17.679186111427335
CASP7,MRPS21,45.73406588457174
CASP7,FAM122B,16.735580151882502
CASP7,CRKL,33.92617620824943
CASP7,UBB,39.274713924622596
CASP7,AL031428.1,22.734926134783443
PHF11,XIAP,62.51731266515979
PHF11,LINC00578,76.62578686755255
PHF11,PSMF1,34.51953026656821
PHF11,ASCC2,51.408727713017555
PHF11,NUP58,33.37123158411807
PHF11,VPS36,37.87280988964657
PHF11,NAA35,45.415644087745946
PHF11,TOGARAM1,28.518799380342095
PHF11,C11orf58,26.377093064143786
PHF11,ZNF100,38.41782039066706
PHF11,MT-ND4,27.296748523963117
PHF11,RPN2,21.179531482845263
XIAP,BTBD10,90.14826111938501
XIAP,TFG,62.14226716438486
XIAP,C9orf72,68.14931583628321
XIAP,NSF,66.61211381310835
XIAP,TBC1D9B,79.23181275144506
XIAP,GDAP2,86.47728609568344
XIAP,NDFIP1,39.07772380010611
HAUS1,PPP2R3A,43.21698493331726
HAUS1,MT3,38.98608735845261
HAUS1,NPIPB5,100.39320852306753
HAUS1,THRA,58.31442483418226
